target,text
0,too tired have to get ready for work tomorrow now bf wants tv off so no noise when sleeping
1,happy mothers day to all the mommys out there ampamp also to the daddys who play mommy as well
1,well i dont offer the fashion show but i did just think of tim gunn when i did my frugal fashionista post
0,so tired and ready for mexico if we still plan to go
1,nothing will ever be cuter than having my year old niece try and do the shred with me
1,once i embraced my own ego and stopped fighting with it and instead took it by the hand to sign a treatyour love affair began lololol
1,chillin in the ottawa airport till flyte time
1,is having a bbq today
1,skirt and glitter and pink hair big hit at birthday party full moon rising on our walk home
1,thx the awesum show u guys never disapoint amp u were ttly n the zone wit ur drummin u guys make my life thnx lt
0,having a break now and certainly not happy lol not my idea of fun at all
0,i cant believe my mom beat me to an iphone
1,the flattery continues thanks jena
0,sigh has gone i miss her already but pretty sure we found a hotel
0,it doesnt work oh and i totally forgot bout wat i had to do to you at lunch damnnn dw i wont forget nxt time
0,sigh i couldnt watch
1,and its also the th anniversary of the big ben
0,i couldnt give much but i gave my wish the damn economy would let me give more
0,feels bad because im a mean girl ill change na promise
1,has just remembered my password sweet and nothing has changed in a month
1,so tired sleep was not had last nightthis morningtoday i might crash soon must make it to kmaaaaaaaaaaaart
0,will report back on the dried vs fresh fig question wont have time to cook again till later in the week tho
0,no i dont think so
1,that said st vi is one of my favorites and i am really looking forward to an updated kirk
0,its raining in germany right now and im so frozen send me some california sun please
1,yah youre one to talk what about this gem quoteating wendys pm jun th from ubertwitterquot fucking riveting
1,is heading to town soon to get something to eat and drink ofcooz
1,because trouble is more fun
1,graduation guins here then gallon challenge woo
0,nothing bad just the ads are finally coming
1,it is actually surprisingly easy to stay away from twitter i really enjoyed it this time dont think i missed much either
1,lol i dont even have a car to go to work haha but ill save you some
0,i dont want to go to work in no mood for it today
1,bless her alot of people think she did votes god sake shes ehm diverst flawless or aidan hope susan dusnt win x
0,aww i love melrose melrose kills me financially everytime well go gether next time boolt
1,practicing for havent sang seriously in a long time hopefully i can get my voice back i used to be pretty okay lol
0,about to embark on the first day of summer school
0,oh my its awful going thru all that again but since youre probably older u wouldnt have to knuckle under them haha
1,because its more fun
1,trust me ud want listen on this one does she tell u what mechanic go maybe she should have the say here
1,i like the mini vader that is the cutest thing evarrr
1,enjoying a rt raspberry ice tea from sonic in celebration for passing my test this morning
0,im ready for summer kinda bummed thoughhave yet to figure out why
1,completed my first job of the day playing a cheeky monkey for a fisher price radio ad typecasting again
0,cant believe that the weekend is overrrrrrrrrrrrr tomorrows another day another dollar
0,not a good day pete
0,tomorrow will be a sad day
0,missing my daddy
0,is in for a long eveningkiddo is not taking a nap today
0,it really sucks that one can not customize uikeyboardtypenumberpad have to draw my own keyboard bah
0,still cute though lol i heart them so much i miss them i wish theyd come back to nyc i cant make the apw fest
0,so hungry my stomach is growling at me i need a maid
1,reading comics
0,it does make sense but clients still insist on facetoface meetings
0,errgh ate wayyy too much now i feel sick
0,bristol was great we made some new friendssadly ive caught a little cold
0,omfg work is killing me about more hours somebody save me
1,good quotmorningquot twitterers
1,im getting ready to go to my daughters football tournament luckily the sky has cleared amp the sun has poked its head out
1,yes maam tell jill ill find some wiggle room in my schedule for ya
1,good morning its sunday and last day of the weekend one thing i love about working from home is i get threeday weekends
1,lol oh my damn i totally forgot i promise theyll be up today sorry
1,yeah i know it was soo true and funnyim mad were having two diff convos right now
0,make it fun whoever brings a fork to the station gets an on air shout outim too far away so wont be me
0,sundays and office just dont mix well do they
0,still in the que for xfactor this is taking far too long hurry up
0,nevermind gonna sleep and call am project a miss
0,im free then yearbook so i feel disappointed that im not missing any real classes
0,spent the last hour playing wii tennis as john amp rodney dont think my boys are ever gonna win wimbledon not with me playing anyway
1,all sample prototypes for the new line are finished cant wait to see them in person
0,not feeling well this afternoon think the crazy weekends catching up to me long night tonight too suggestions
1,you gotta come from the bottom just to see the top make sure you stay firm and you dont flop thanks for the gerber reds
1,better airport luck this time babe be safe
1,yes i even married a couple
0,then each time i reserected with half health he beat me twice more then he logged off what a fail to go to be on no word from r
0,got a hotel finally showered st in days free breakfast tomorrow woohoo shitty internet
1,watching camp rock now i remember why everyone thinks joe is so cute
1,feeling like a bit of laksa at our favourite laksa place
1,going to verizon then to get my hair cutexciting life times
1,awe ur mom rocks tell her twitter love is free
0,come on apple approve twiteriffic fix for ipod already i want twitter on the go again
0,mocking twilight not really my thing i loved it
0,lucky i wish i could go to the beach
0,since when has my life became full of mathsi thought i got rid of this in high school
1,its just been pointed out to me that we never work its still a great song
0,im taking my wife to wally world to buy more stuff for her damn classroom
1,hey thanks for the shout out cheers this sauvignon blance is delish
0,nope maybe im not cool enought to be spammed
0,learning history for the testweek
0,poor christian not my christian one on tv
0,so not only have i never seen majority of the movies nominated but also the tv shows
0,i want oreossssss
1,thanks
1,hahahahano you get hair only
1,are you trying to get me shot lol your review was my favorite for real made me cry a little that or the pain meds
0,am wake up call so starts another week
1,uhoh what did i miss
1,drinkin whiskey at a vodka party
0,so many people are graduating its so amazing i feel so young
1,good morning gettin ready track soon listenin to the mp playerladyhawke is my favorites
1,been up since a with kai hard to be too grouchy when this smiling face is cooing at me
0,omj i go do the dishes and this is what i come back to lol i want a baby too
0,nothing to do tonighttttttttt
1,my sunday morning quot chill out vinyl is paul young the secret of association
1,need to do the dishes before lol season of gossip girl starts all over again tonight just in time because i finished season
1,bdia twitters
0,oh it was bad she was disgusting
1,sure name a placetime and i will meet you there
1,are you sure thats just toddler language your translating
1,ok lng kaau uibsta gatheringok lng gni masking s peoples park lng t mgpicnicaz inim so missing u ol n jd
0,is feeling down today redundancy its a horrible thing
0,funny you should mention that i have a full unopened jar of nesscaf on my cupboard but no milk
0,sorry about that people lol im just really bored right now ahhh whatever its not like anyones listening to me anyway
1,is welcoming the sunshine
1,is of outside to photograph bbqd food today and tomorrow
1,loves the smell of roasting beef
1,excited about today and tomorrow yayay
0,omg just finished writing all of the names out my back is absolutely killing me
1,and with that last tweet i bid you good night
1,thanks so much for all the inspiration definitely got my fire rekindled
1,noodles yumm
1,ha ha shell probably think she should be higher up in that list but i dont care shes still in bed
1,now i will step away again to eventually go and eat stepping away from the computer
0,yay got the citiesxl beta key d but beta site is down
0,is still coughing
1,uploading photos on twitpic
1,yep mine does also
1,hey im changing my presentation to school right now and what about you
0,iphone twitter clients and push not in the near future
1,my thoughts exactly
0,and to the weather now tomorrow well have a low of and a high of degrees thanks christchurch
1,i have my big ol cup of java my day is looking better
1,heading up to inkberrow and isnt it a beautiful day i have brought my cozzie just in case there is an opportunity for wild swimming
0,argh twitter didnt post my replies and tweets for ages aint up to much just enjoying the sun
0,im sorry i did not mean to hurt my little giirl lets be honest i cannot carry the weight of a heavy world
0,cant believe its friday already and no yet
0,aww graduations always make me sad
1,it makes things a lot easier
1,hysterical nighti love my cousins long day of work tomorrow goodnight
1,awesome amp bahahah probably the malls around me are okay but rockaway looks all nice and fancy
0,i shouldnt of moved to adjust my bag yesterday
0,feeling really faint
1,i gotta wake up in like hours to go see the golf tourney at bethpage so trying to figure out if i should sleep or just stay
1,i am not a whore i am not a succubus i will not believe that im evil cause im not i just like sex
0,why do you have to be in pennsylvaniaaa
1,new tv is supposedly arriving today how excited am i
1,wt i finally got my bleach shattered blade game for the wii it might be a bit cheesy but it is ultrageek yay
0,know how you feel i got a stinking cold
0,make him follow meeeeee
0,in the summer vacation i want to go to iceland france or england btw math exam in two days and then auduition for a theaterschool ah
0,thinking of home
0,well maybe next year sometime and let me know if you need help with the mlp party
1,thanks amp from distracting me
1,well thanks
1,hey thnx
0,not looking good for fnm tickets
1,you should go for it besides you look great with any hair do
0,i want ice cream but we dont have any here its not worth the drive to walmart for imitation dip n dots
1,having a goooooood afternoon
0,why is it that every pic with my iphone is loaded up sidewaysso frustrating i rotate it and it go back sideways help someone
1,just finished exercises in java i made it all right congratz to me
0,danny im sooo sad me and made a awesome gift for you but we couldnt give it to you in rio last saturday
0,has applied for osap yet again god im gonna owe major by the end of my academic career this just aint right
0,lol stuck at school so i cant
0,lets take this back to ahhhh last song
1,drive safely enjoy your time with your family
1,hey bro me too keep me in touch right here about where you are and what you do so i can know it
0,where were you missed you for like nights in a row already
0,in a few hours im getting ready to go see the melbourne comedy festival wooo cant wait and doin my english assignment
1,this is really pretty x
0,o im presuming you were driving at the time
1,that was a good nap
1,he wants to spend more time with me
0,does that mean you wont be on idol anymore
0,has everyone else lost facebook for a few hours sad times
1,just sitting here getting ready for work yet another day barley seeing my baby but she came to meet me of the bus last night quotporblemquot
1,finished cleaning for now about to watch xmen with my boyfriend
1,you can get them on ebay and playcom there are several shops in dublin that have them as well
0,has so much to do before workno way im getting it all done
0,will the nxt contest be a sammie contest
1,im working up here its a summer camp just for june
1,stretching after days of yard work it looks great outside wish it would look like that all the time need to have people over now
0,get it how you live since apparently im a quotcall girlquot and all lmao i have to laugh to keep from crying
0,i miss your obsessive tweeting also i miss you also answer your gd phone
0,i wish time would fast foward so my sister can be here so i can have someone to talk to everyday again
1,going shopping in camarillo cant wait
0,happy fathers day everybody my little brother is heading off to iraq today on fathers day i mean really they couldnt wait til mon
0,yooo my niggga we not gona be neighbors no more
0,have to get ready soon though movers are coming to see how much stuff we have so we know how much they have to put on a truck
0,my damn cat is starting to make that weird lipsmacking noise he makes when hes about to start puking all over the universe for days
1,i have bourbons
0,meow
1,most definitely its a state i try and achieve
0,my tummy hurt and cant go to sleep
1,calm down its almost monday
0,homw need good weatr for tomoral so that i can go the the bach with a hottie that is gay but hot lol and kidda likes me lol random
1,it will be good but it wont be anywhere as close as mss monster confrence
1,theres a reason i like musicians
0,rains whered you go its dry as a whistle in worli
0,i can only imagine how they felt
0,first day of school was a blast but my feet hurts ouch
1,damn this spelling crap it im
0,was supposed to call me
0,i didnt get to take kyle to watch up today mommy took the van to work and the extra carseat was in my sisters car postponed till wed
0,page of my cv done dont laugh k took me hours
0,i miss you guys terribly blowing kisses from ny
0,going back to ga thank you for the great time at the bbq last night im going to miss you kids
1,what movie
0,she left just before i came back youre right though i miss my will didnt get to talk to him yesterday either
0,awe im sorry you broke your toe it bites i love your music
0,
0,horrible day i hate my job
1,aww thank you right back atcha
1,did you wash em down with a nice coffee cause that turns it from a good breakfast in to a great one
1,lol wait till you get your own you will be worn out and suffer a fare ammount of drainbammage
0,as is the way i was just extolling the virtues of ease which accompany a new stanley blade then cut me finger
0,ugh hangover work
0,yesonly cuz the other channel is wack keeps jumpin and blacking out
1,watching interview with the vampire yay christian slater pink floyds the wall on the same tape lucky quotlouis louis louisquot
1,midnight snack since ya know homework and work took over my life tonight and i didnt get to eat
1,me being creative with some gouda cheese and fruit tastes great
0,but ive left it in my locker
1,oops i meant cab shirt
0,just saw selena gomez no picture or autograph
1,i just saw the movie quotupquot in imax d best movie ever
0,ugh not fair
0,in my spare time trust methinking about it but not really fiction writer
1,thanks for
1,best nite ever ahh cant wait to do it again graduation my nigga
1,watching gottis way off the phone with the bestie and now textin rich
0,having a bad day
1,i can imagine that being a hell of a flight wow dont think i could make that one
1,hey girlie glad u made it back safe
0,wowive been stood up might as well go to work
1,please email me in re sessions in cinci wanna make sure we dovetail not collide
1,just google baller lol thought maybe it was something naughty lololol thanks
0,kids are doing the trampoline next door and we have a slip and slide for laterweeha i want to play
0,getting ready for church will truly be a day of nothing no voice
0,is home misses my sea isle friends
1,morning job interview not brilliant afternoon pilates amp gym local tv actor at gym hes fit
0,dive called due to adverse weather
1,go get it
1,since we know its the worm who gets up early who gets eaten shouldnt we learn from this lesson amp sleep l
1,going to get ice cream
0,getting ready for last sat performance of quotmy favorite yearquot at broadhollow in elmont getting mistyeyed
0,getting ready for bednot looking forward to a long day at work
0,ugh wheres the sun at i thought this was sunny california
1,yeap thats me
1,aww i hope it works amp his son deserve it
0,my tweets are bmmessing up
0,i keep thinking what app should do instead of what i should do to make it do that cant estimate my work when my brain is like that
1,syma what a sista getting into today just had breakfast already thinking about lunch im vegan but imma still prolly be fat one day
0,drinks with the team last time before we leave
1,get followers a day using once you add everyone you are on the train or pay vip
0,everything hurts right now esp my hip bone maybe from sleeping on it weird but the pain is enough that i cant get back to sleep
1,oh not far i stay at vikhroli w may be we can catch up sometime you can take my no ltjmpwmgt nonqwerty version
0,hey honey please give me a sing dm if you see my vid ill still be waiting for an answer
1,hello there you
0,i got stuck in a road block now i have to remove my tint that was on the car when i bought it soo angry
0,shut your whore mouth
1,another cold morning degrees please warm up soon
0,oh thats not good i am doing pretty good kinda tired though i dont want to do much of anything tomorrow
0,lol yea i keep thinking about what were doing next lesson or what were doing at lunch then i realise that it wont happen
0,gutted that nadal isnt playing wimbledon this year
0,all the divas have abandonded gml for twitter
0,on a long long line at kfest
0,juttht back from tha dentitht so muthtcht fun
0,the sliver around it is chipped smh and one of the lil silver pieces on the back from the bb symbol fell out
0,hates mondays even the pretty red shoes arent helping
0,back and all set up in the conf room but no team
1,i know i know i fail i must have been under a rock or something but ill fix it dont worry
0,really tired and sad becuase my best friend emily is in the hospital tonight she may get her appendix out
1,my dads on the phone already back ashore from the
0,im hating my web browser right now
1,sounds lije an exciting summer
0,onoes sunburn
0,feeling rough hate that its the last day of my holiday
1,glad you had so much fun lets do west coast in ok ill be there
0,last meal of mamas food
0,nothing sadly
1,words for my family studies discussion booooya
0,i have no ideaaa what to do
0,oh no that always starts the day off wrong getting a ticket
1,st martins press is my publishing house great folks waaay better than i hoped for wdebut
0,hahahaim so borednothing to do
1,txting instead of talking is the best thing thats happened to divorce since well getting divorced
0,u havent been on twitter for so long
0,i wish i could go to your melbourne show but my parents wont let me cries
0,missing my sis very much
0,ahh my legs are rather sunburnt ouch
0,says my ears are blocked my nose is runny i will go to sampg despite you universe
1,i have awaken that doesnt sound right
1,its sooo sunny yayy i better be able to find my sunglasses xd
0,oh noooshe is gone
1,the cake eaters was actually good
1,my kinda journey
0,no work grrr wow jesus must have some bomb plansme cuz nothing is going my way today
1,fuck yeah boosh lt im finally done and hopefully getting to bed soononly to get up and give a horrible speech in the morning yay
0,i miss you too
1,hey everyone its been days since i last logged in i have a new twitter so find me quick amp follow
0,rorschachs last scene always makes me sad
1,i got in my annual evaluation
1,thank you
0,i gotta do some homework too someone come do my math please
1,chelsea did really good job but everton scored first
1,thanks to all who tweeted and retweeted about the blog post urock in case anyone missed it shameless plug
0,you could text me
1,in my birthday party
1,lol i heard it was good
1,squishy about time he scored again
1,same look at mine i think youll like it haha
0,its raining
0,im short chocolate chip cookies
1,i love you aspb
1,skatin on the strand in hermosa beach
0,omg if ur chatting w me on fb i am so sorry my computer is fing up so much that its delaying responses again so sorry
0,i miss my fwend
0,good lifestyle site but no feed bah
1,the pains of being pure at heart no pdc nice
1,yay updates
1,oke goodluck tania
1,lunch in monterey at cannery row with my parents sunday fun day
0,i want the exams to be over
1,thanks for the torture appreciated
1,to quote michael mcintyre what a lovely day spent the day in the park before popping into work for some craic good times lt
0,summer lt i am gonna miss bdrmi hate sbs
1,i hope not just me and
1,a nice earl grey tea with papers
1,happy mothers day
1,found a super cool vintage spinning spice rack for my seed beads i heart garage sales hee
0,i couldnt get through to last night whatta bummer
0,gah i hate it when my room gets all stuffy x
0,the puppies are leaving now its strange ive only had them for a day and im going to miss them
1,yea i know i havent figured out what i want to write yet but thanks
1,come over
1,its so cute when adam surprises me
1,home crazy ass night uploading pics soon about to watch and on webcam
0,oh aye i mind you saying now
0,have dun with jess i wish i could go ash
1,i love quotmen are from mars women are from venusquot its interesting to learn about our differences ill tweet and share you some quotes
1,im reading twilight now you should be proud of me
0,love that clarification and at least your team is winning tonight
0,zines anyone
0,oh no somethings wrong with my ps cant detect any games huhu
1,thanks for explaining to me how to tweet
1,the last few tweets were exerts from my poetry hmmm i should probably put something to disinguish poetry tweetsa capital p at the end
0,patrick dempsey at roadhouse tonight the one time i dont have to work
0,in corpus for one more day but no more beach
1,i hear ya have a good week sherrie
1,omy i feel lightheaded lol i feel my self in a zone hahahahahha
0,looks like a sunny day ahead however i will be suck in the office
1,lol thanks
0,hey yup sure has been me working today
0,oh by the way lenimiss you a lot ive been feeling your absence a lot lately i feel i havent seen you in forever
0,sadly ill be out of town for the next and vacation getting in the way of socialmedia life
1,ahh ill come over and take care of youu
1,sorry i meant that i was wondering which semantic web companies have positions to be filled
1,that was how i felt when i watched it after s and now you understand why we all say quotdamn towelquot
0,truee i wanna go to ya show mann
0,watching my little cousinannoying as hell ps she says hi
1,features for wordpress mu ambiguity about how to pronounce its name hahaa
0,is going back to study for a little while
0,so ive ruined pairs of earrings today it cant get any better than this
0,unfortunately i did not get my wish last night its monday and i am sooo not ready for today
0,watching war of the worlds tonight brickfilming ideas still suck
0,i dont like the sound of uk search engine tax the tax will no doubt be paid by advertisers ultimately
0,accessing on cell amp got a no server access but its cool now
1,thanks so much for yourself your lovely lad and your wonderful gifts im too lucky by far
0,why am i not s good wife
0,i do my homework
1,control which tweets u post on facebook by using a hashtag check out this awesome easy app
0,sleep studycant wait to go home
1,cereal and harry potter this is the life
1,thank you huni im going to make some lemon tea now
1,it is the ipod touch there is a youtube application i use that as well
0,hmmmmnone of my friends are on
1,okey dokey im following him
1,almost done and i get in n out for dinnah
1,updating ps and installing sims
0,time to rally the knight troops again youre at
1,thanks a lot guys u make my nameday special u r soo nice love u all lt
1,i hope i helped with the tori spelling thing
0,i think im the only person reading it
1,im goin to melbs one atl arent a band id travel for n and such as kinder suprises for bday pleasseeee
0,im so confused
0,hangin at me house w a friend the others had to leave
0,didnt sleep good tried to make smoking a weekend thingpssshhh yea right im blazing before bed nite amp sleeping like a baby lol
0,excitedly awaiting the arrival of the wii but ive got to go back to hospital this afternoon so i might miss it
0,cs has failed going back to cs
1,so i guess the nba finals are set lakers vs magic whats ur team im taking lakerss side
0,man what a week i wish pampl didnt have to leave though
0,jukebox at the raisin is broken no journey
0,craving regular lays im fat im so hungry
0,my tattoo is itchy
1,aw how i love watchin ashes to ashes
1,im not going out either im too tired i need some rest besides i have to save money for my trip
1,you know say something else in portuguese
0,check this out pls read this note written by a victim of child abuse
1,hes only peeps away from lets put him over the top
1,omg thx for sharing lt
1,plyoagilityfunctional workout done this am what is otherwise known as a fitness girl workout i am feeling fabulous now that i ate
1,good morning peanut butter on toast
1,happy th birthday we the kings
1,doesnt matter all done
1,oh thanks
1,aww how puurtty
0,my cat tiger was hit by a car one week from today i miss his quiet yawns his staring eyes he was always ready for a stretch
1,days til adelaideeeee hannahs swine flu song is mad as
0,i wish i was a dodger fan just so id have something to chat with u about howd the bonnie hunt shoot go
0,wanting to go home to my sick daughter
1,my bags seem to be permanent these days maybe nz will fix that i dont know how i can cope wo twitter amp girls though
0,i think my iphone is broken i cant send any emails out
1,wooooooooooooooot apparently there is swine flu at sms also put up my new afi and mcr posters good day so far
1,hi new followers im still new so be easy
1,morning all forgot to say morning when i got up hehe so decided to say morning now hehe
0,cool shame about the rain its overcast in lincoln im at work atm but i havent got alot to do what about you
1,hahaha i know right
1,kirk and spock are the new edward and jacob
0,weebles lost a toe i have no clue how she lost it but it is gone poor thing lost a tooth amp now a toe how does a cat lose a toe
0,turn of events may need to return to malaysia sooner than expected
1,if you check out his totd youll see
0,con la contractura again
1,its okay its crazy to deal with
1,tired and pissed bones marathon time goal for the day or episodes
1,thanks its for an seosem position at
1,this i highly approve of
0,oh god how awful im all for mixing it up a little but really
0,i meant dawning idk why i added that r in there this is the dawning of the age of aquarius
0,the boiler is buggered wont stop blowing fuses cnt get anyone out until thurs great
1,ha ha its my theme song
0,can i have some im really really hungry
1,i love your new video d with lisa youre beautiful i love you so much lt xoxo
1,im enjoying that conan is now on earlier
0,cant get going today zzzzzzzz
0,ahhh missin all u besties already
0,fucking tony hawk and call of duty i missed dinner this shit wtf is wrong with me
0,im up early on a sunday the satellite dish company installed the wrong satellite and are coming back this morning to do it again
1,suns out ill be tanning on my roof if ya need me
0,is going back to work tomorrow after only taking weeks off for maternity leave
0,allergies suck not only does the medicine knock you out you get strange dreams
1,whoa holy a lot to do batman
1,well at least you could have shared the food
0,bread dont want me to make the cupcakes tonight
0,so tired
1,very pretty i wont see that for another hours
0,i still cant belive he is gone
0,a painful yet important lesson we all learn
1,fine ill break out the big guns chocolate covered chocolate
0,thanks babes im so scared
1,ummm yea and no lol
0,in going to make him regret notputting an effort in our relationship god i miss that boy i really wish i didnt
1,i did not make fun of you i pointed out your stalking tendency in a loving friend way did it not come off that way
1,its the weekend yay looking forward the bulls game as well as spending time with family and my husband finally got us bulls jerseys
1,love sundays especially when f is on still in pjs no plans to get out of them any time soon
1,did you sign it little radge
1,aw mate your the oldest person in our year aint ya what make are you gona get when you getting sims
1,ok ill take it
1,thanks cameron ive had the opportunity to learn from the best
1,hey can you guys help me get to tell a friend via
0,sitting in front of the computer roleplaying making photo edits doing fanfics bad case of carpal tunnel syndrome
0,im boredd gah i wish i could just sleep and get it over with but ive had toooo muchh cooooffffeeeeeeeee bahaha
1,some epicness happening at the hive tonight
1,youre welcome enjoy your snappage
1,once i have internet again i will definitely be in the chat
1,did katie tell you about that amazing new show on living
1,lol how much did you make so far im up read my facebook status updates lol
0,started my day off awful by stubbing my toes against a door my pinky toe nail fell off then i got a speeding ticket just now unwinding
1,it really does who knew of course its still msft under the hood but yeah looks slick
0,wish we were more mature argument has become a credo
0,wanting to sing but my throat hurts
1,you sure sound happy to me
0,when i say ive heard some terrible music today yall i have heard some terrible music lol i couldnt keep silent
0,us mens national soccer team disappointing
0,georgia is vicious she hurt my hand hahah
0,awww it looks like the ustream app doesnt let you view specific streams only popular streams laaame
0,got st in the draft and got a bunch of reborn too bad it was all garbage including the uncommons not much going on tomorrow
0,giving up on connecting my usb drive to the router
0,and rip to my best friends dog buster he passed away this morning got into a bufo toad fkn toad
0,and starting al over again with new account
0,my aunt is having a bday party so i think ill have to miss that one
0,just got paid yesterday amp have already used most of it on bills blah
0,b contd the episode with kevin does not air at all
1,ltfollow thanks
1,all taken with my own fair handcross my heart and hope to die glad you enjoyed them
0,oh looks like ive missed it i love ravel too
1,i am sooooo relieved that exam is over and it was no where near as bad as i thought it was gona begood times
1,never have i read such lyrical eloquence about the irritating mosquito the rain was esp nicecould hear and feel it
0,damn husband says no dice hope you find loving homes for the tickets
1,check this video out adam lambert on larry king live with kris allen really interesting
1,long day long talks need some mikes harder in me
0,i shouldnt have cut my hair i look like a primary school kid with a bad haircut
1,tell the bros ill take the cottage
0,good for you have fun girl
0,lol my bad accidentally deleted it on my work pc cant get it back til this evening bad pic anyhow
1,i like rio ferdinand when hes wearing an england jersey
0,sitting next to a stinky ass dog doctor tomorrow hopefulu
0,i miss u boo i rly gotta get this phone shit straightened out
1,i miss nintendo and super nintendo mortal kombat street fighter and super mario kart ahhhh when life was as simple as a game
0,i am already using twhirl as a temporary solution
0,oh a hard day of cleaning yesterday and a well deserved lye in today will has to work all day and i have to go back to london
0,im slightly upset that i am not returning to the circus
0,wowwhat a differenceyou looks cute both waysbut blonde hair color suits you best im reddish brown
1,just posted for you on the blog greetings from the high desert in northeastern california
1,i definitely share your disdain for spencer pratt and his creepy flesh colored beard lol and for heidi booooo
0,yahh but ur going to la right im on the opposite side of the ustravel safely shinkssen
1,from out of the corner of my eye i can see a massive spider crawling over my carpet towards me im inclined to let it be
0,waaaah i cant stalk with you this year
1,awee thats my favorite song im still thinking of something nifty to do at my concert thats peter pan related ideas
1,is almost
0,my aim wont let me in i have to wait a whiledarn
0,aw i missed yesterday because i was so busy
1,wagh wagh
1,yes happy birthday to yours
1,yeah you should get one so you can come visit me
0,i so wish you meant me
1,bed time night
1,really it looks fun why annoying
0,just reminded me i forgot to remove my lm air freshener amp taxdisc holder when i sold my passat argh
1,you are my hero and my favorite asian ever lol and i was wondering what is your favorite pickup line plz respond
0,this chair in the studio is a pos it keeps lowering everytime i sit down maybe i should lose a few pounds
0,im sorry you had such a bad day yesterday
0,oh man i miss those nights jeeeeealoussss
0,cavs lost heartbreaking
1,im up at am readinh kradam fics i feel like a bitch for abandoning cookleta haha itll come back to be tho
0,i wanna go get a tattoo i cant decide where to put it bleh
0,tickets for annapolis trolley tour had the wrong time so we missed the tour
1,night tweeters is after am here
1,in love with patrick dempsey
0,i will agree with your statement i would like to come but im heading home for the weekend sad day
0,still no idea about other carriers btw look at the dncr for your marketing calls
1,it is not my favourite pc game thoughim afraid
0,goin to do laundry
1,i know im nocturnal
0,why dont u reply to me u made me sad leah
0,link to your tune is unavailable
1,cool we should catch up soon
1,hi
0,oh i miss the piano
1,too nice a day to be stuck in the office yay for sunny mornings though
1,i want to go to the beach tomorrow but who will take me ha the autobus maybe ill just wait sunday activity perhaps
0,the weather is starting to turn i might have to hide under my scooter cover tonight
0,lost all cableinternet no eta probably monday
0,morning all im off to work in a bit love the card have a good day girls xxxx
1,getting ready to go home
1,and now you see why i move back to new york
1,sorry for late noticebut im on msn for about mins or so
1,i dont know theyre probably out partying lol
1,alaska in winter sounds like a great band who will hopefully become popular they played at sxsw this year listening to them now
1,how sweet maybe you can send some caracas sun over though first
1,both great im a tween at heart so im more excited for new moon yet i cannot deny that i love robert downey too
1,hmmm thanks
1,omg i met a guy thats very much prove me that all guys are not the same dream come true
0,lettuce amp spinach does best in cool weather i live in floridanot much luck growing those
0,men what can i do to get back to u
1,i dont blame you that camera looks sweet even better than the panasonic micro four thirds cam
1,its a sign youre moving too fast slow down
1,day away
1,ive pages of new moon in a day with gaps in between helping my mom i cant get my eyes of it
1,rick sanchez vs bill oreilly rick sanchez every time
1,i cant wait for july
0,i dunno how to ride a bike
1,nothing better than a couple of games of tetris in between loads of laundry
1,the rain awesome feeling to be in it the suns out it feels even better
0,packing dorts suitcase for her first school trip away from home packed in accordance with instructions but can barely shut the thing
1,my own twitters just hatched in my back yard
1,can this finally be true thomas vermaelen an arsenal player all my fingers and toes are crossed
1,going to leave twitter for now i have a long day tomorrow bye
0,it was a great day besides hours layovers
0,somehow there is always something sad that happens on my days off
0,youre not china baring are you
0,omgmy hair is still not doneughhhhhhhhhhhhh
0,finally left the office going to the gym to work off all the snacks i had today
0,couldnt sleep last night no more gymin at night
1,white hoodie for me thenlol
0,sure is and ive been there
1,you and simon cowell
1,nice new profile pic
0,i hate these chinese gangsters beating on this chinese kid in quotgran torinoquot makes me sad
1,is watching only fools and horses
1,it goes through phases it was like that a few years ago and it will cycle back into comics around the fall hopefully
0,its nice that he smokes outside so much nicer if her didnt finish a cigarette and then open the door letting it all in
1,just finished skyping with me papi alls well in ksa
0,thats upsetting hes so young
1,were going to buy silver lol
1,yipeee finally the curtain has been drawnlord i cant thank you enough now to the loooonnnggg awaited sleep lt lt lt
0,ugh time to take my sats
0,what mac you got huw sorry im a geek
1,watching star trek with and tuan our best man
0,i hate you you got the album before me days before ahhh p tell me one thing is it good
0,hope it all goes well so annoyed i couldnt be there have to workies
1,im too busy listening to dawson mccallister to click sorry bro
1,pearlingggggggg yooooooooooo
1,willowbrook mall
0,ive been feeling sick no i dont have a cough or cold all week
0,chicago i just left there
0,i cant wait for this gimpy knee to heal i really took a spill
1,no we didnt this time i think the organisers gave the band an overall donation for playing though not too sure
0,i wish i could report that i enjoyed transformers but i dont think i did a bit of a mess of a movie imho first one was better
1,dont worry they are fresh outta bootcamp and i got me a war vet theres no comparison
1,i have brought you to the dark side
0,i got out bid good for you sad for me
0,sorry to hear that hope you still have a great time
1,we are making movie history here work
1,you make me excited i have a lot more cider and numerous other beers to consume plus delicious bbq to eat life is good
1,amazing that your doing that have fun cant wait to read your tweets
1,lol my dad just said hes glad im home on time too bad i was half an hour late staying at melissas
1,ralph go to sleep see you tomorrow
0,well i dont think they had any shops in uk anyway clothes in selfridges harrods etc the quotcheapest linequot was soo fun
1,just got out of the pool again i got a tan again ill be beating kelli before you know it lol
1,thats wut i meanti can go to it on my phone
0,aww im sorry about that
